OBJECTID_CITY,LVBOARDS_,LVBOARDS_I,LON,LAT,SIGN_TYPE,STREET_NUM,STREET_DIR,STREET_NAM,PARCEL,PARCELOLD,APPLICANT,Pin Color Code,Pin Title ,SIGN_AREA,SIGN_HEIGH,TAG_NUM,APPLY_DATE,NOTES_SUP,NOTES_VAR,NOTES_RQR,NOTES,SIZE_,FIELD_CHEC,FREEWAY,APP_FIN,WARD_CITY,OWNER_MATCH_TYPE,OWNER_MATCH_CONFIDENCE,OWNER_MATCH_NOTES,OBJECTID_1,CALC_ACRES,ASSR_ACRES,LABEL_CLAS,PARCELTYPE,PRCLID,PRCLKEY,PRCLVER,PCLBOOK,PCLSEC,PCLPAGE,PCLSUBD,PCLNO,TAXDIST_SP,FDPHANTOM,FIREMAPNO,CENTRACT,SHAPE_LENG,PRECINCT,COMMISSION,ASSEMBLY,SENATE,CONGRESS,TAZ,AREA,PERIMETER,WARD_PARCEL,CNTY_IS,SHADE,ACRES,SQ_MILES,ZIP,OBJECTID_PARCEL,TAXDIST,OWNER,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,ADDRESS5,NAMETAG,ZIPCODE,COMNAME,STRNO,STRFRAC,STRDIR,STRNAME,STRTYPE,STRCITY,STRUNIT,COMMENT1,COMMENT2,FIXD,SUBTAG,LEGAL1,LEGAL2,LEGAL3,LEGAL4,LEGAL5,LEGAL6,ASSDYR,CONSTYR,DOCDATE,FILLER1,DOCNO,DOCMULTI,DOCVEST,SALEPRICE,SALETYPE,SALEDATE,PORTION,BK1,BK2,SECTNO,TOWNSHIP,RANGE,LANDUSE,CAPACITY,LANDCD1,LANDACRE1,LANDVAL1,LANDCD2,LANDACRE2,LANDVAL2,IMPVAL,PRCD1,PRVAL1,PRCD2,PRVAL2,PRCD3,PRVAL3,EXMPCD,EXMPVAL,LYACRES,LYLNDVAL,LYIMPVAL,LYPPVAL,LYEXCD,LYEXVAL,LY2ACRES,LY2LNDVAL,LY2IMPVAL,LY2PPVAL,LY2EXCD,LY2EXVAL,OWNERNUM,OWNERDEN,ETALFLAG,UPDDATE,LASTUPDATE,LOTSQFT,OLDPARCEL,INACTPCL,INACTREF,FILLER2,PCLBOOK3,PCL5,PCL6,PCL8,OLDBOOK,OLDPCL,OLDPAGE,OLDLOT,OLDFILL,ZIPMAIN,ZIPLUS4,LOCATION,STR,ADBOOK,ADPAGE,ADDR_OWN,ADDRESS,INACTNEWPC,LUCODE,SHAPE_LE_1,Shape__Area,Shape__Length
304,0,0,-115.1711373,36.14300204, ,2601, ,Westwood Dr.,16209102005,16209102005,Clear Channel Outdoor,Red,CC,624,55,0,12/17/2003,SUP-3140; SUP-1499, ,RQR-33271; RQR-11401, ,24x26,1,750, ,1,APN,HIGH,Matched via APN/PARCEL exact join,629873,0,1.27,701,0,16209102005,701,701,162,09,1,02,005,212,2624-11,2624,2201,24882.77491,5014,E,15,10,1,606,,150972.2077,3,0,57,8235.233709,12.86755267,89109,445016,212,NEVADA LAND DEALS L L C,2605 S EASTERN AVE STE 101,LAS VEGAS NV 89169, , , , ,891690000, ,2601, , ,WESTWOOD,DR,LV, , , ,PM01020054        L1, ,PARCEL MAP FILE 102 PAGE 54,LOT 1, , , , ,2027,1979,20190329, ,2.01903E+12, ,NS,2600000,R,20170601, , , ,09,21,61,321001,93, ,1,312480, ,0,0,615722, ,0, ,0, ,0, ,0,0,312480,639792,0, ,0,0,0,0,0, ,0,0,0,N,20251105,20251105,0, ,16209102001,0, ,162,16209,162091,16209102,162,162091020,091,020,05,89169,0,002601     WESTWOOD              DR  L,0921  61,0102,0054,NEVADA LAND DEALS L L C         2605 S EASTERN AVE STE 101      LAS VEGAS NV 89169,002601     WESTWOOD              DR, ,321,1471.197526,56083.05078,1471.197526223415
305,0,0,-115.2032509,36.14422885, ,4545,W,Sahara Ave.,16207101004,16207101005,Clear Channel Outdoor,Red,CC,672,40,0,1/21/2004,SUP-3114, ,RQR-11399,Denied; to be removed by 5/19/2006,14x48,1,300, ,1,SPATIAL,MEDIUM,Matched via spatial intersect (buffered point),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89102,,213,ABONA FAMILY L L C,,,,,,,,,4601,,W,SAHARA,AVE,,,,,,,,,,,,,,,,,,,,4900000,,20060701,,,,,,,355000,,,,610981,,,,374617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004601   W SAHARA                AVE,,,,,
306,0,0,-115.1627119,36.15109443, ,0, ,SE Highland/Western,16204703001,16204703001,Las Vegas Billboards,Blue,LVB,672,40,0,2/4/2004,SUP-3285, ,RQR-40786; 11565, ,14x48,1,750,Approved,3,APN,HIGH,Matched via APN/PARCEL exact join,360870,0,1.55,701,0,16204703001,701,701,162,04,7,03,001,212,2524-56,2524,204,18398.81093,5562,E,15,10,4,559,,150972.2077,3,0,57,8235.233709,12.86755267,89102,438395,212,1701 WESTERN PROPERTIES L L C,330 S RAMPART BLVD # 340,LAS VEGAS NV 89145, , , , ,891450000, ,1701, , ,WESTERN,AVE,LV, , , ,00000000, ,PT NW4 SE4 SEC 04 21 61, , , , , ,2027,1956,20080521, ,2.00805E+12, ,NS,700000,M,19950301, , , ,04,21,61,330000,1, ,2,448995, ,0,0,37796, ,0, ,0, ,0, ,0,0,404095,37097,0, ,0,0,0,0,0, ,0,0,0,N,20250925,20250925,0, ,16204703001,0, ,162,16204,162047,16204703,162,162047030,047,030,01,89145,0,001701     WESTERN               AVE L,0421  61,0000,0000,1701 WESTERN PROPERTIES L L C   330 S RAMPART BLVD # 340        LAS VEGAS NV 89145,001701     WESTERN               AVE, ,330,1077.224453,66426.33398,1077.2244532598259
307,0,0,-115.1718888,36.17469365, ,2234,W,Mesquite Ave,13929801009,13929801005,Ad America Inc.,Pink,PO,672,40,0,10/28/2003,U-0010-02, ,RQR-28992,L-2064-04; DIR-17195,14x48,1,750,Finalled/Permitted,5,APN,HIGH,Matched via APN/PARCEL exact join,646676,0,7.82,701,0,13929801009,701,701,139,29,8,01,009,200,2323-99,2323,203,19218.77425,4027,D,10,3,4,449,,161583.3057,1,0,83,11202.31054,17.50361022,89106,316083,200,LODGE MASONIC MEMORIAL TEMPLE,2200 W MESQUITE,LAS VEGAS NV 89106-3788, , , , ,891063788, ,2200, ,W,MESQUITE,AVE,LV, , , ,PM01150080        L1, ,PARCEL MAP FILE 115 PAGE 80,LOT 1, , , , ,2027,1974,19720728, ,1.97207E+12, ,NS,0, , , , , ,29,20,61,450000,1, ,8,1293577, ,0,0,1058876, ,0, ,0, ,0,35,2352453,0,1293577,1097566,0, ,2391142,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13929801005,0, ,139,13929,139298,13929801,139,139298010,298,010,09,89106,3788,002200   W MESQUITE              AVE L,2920  61,0115,0080,LODGE MASONIC MEMORIAL TEMPLE   2200 W MESQUITE                 LAS VEGAS NV 89106-3788,002200   W MESQUITE              AVE, ,450,2362.993189,340853.6523,2362.9931891648976
308,0,0,-115.1732065,36.13753389, ,2901, ,Highland,16208611011,16208611011,Reagan National Advertising,Teal ,RG,672,45,0,8/12/2003,SUP-1945,VAR-1946,RQR-21567; RQR-6171, ,24x28,1,300,final,1,APN,HIGH,Matched via APN/PARCEL exact join,764313,0,0,703,0,16208611011,703,703,162,08,6,11,011,212,2623-59,2623,2201,24882.77491,5014,E,15,10,1,606,,150972.2077,3,0,57,8235.233709,12.86755267,89109,444939,212,HIGHLAND INDUSTRIAL PARK L L C,C/O NEVADA DEVELOPMENT & RLTY CO,2500 W SAHARA AVE # 211,LAS VEGAS NV 89102, , , ,891020000, ,2901, , ,HIGHLAND,DR,LV, , , ,PB00200064PTB1    L15, ,HIGHLAND INDST PARK,PLAT BOOK 20 PAGE 64,PT LOT 15 BLOCK 1,"(LOT 15-A LD 25,26,27-79)", , ,2027,1979,20160601, ,2.01606E+12, ,NS,12838738,M,20160601, , , ,08,21,61,240000,1, ,1,330226, ,0,0,167274, ,0, ,0, ,0, ,0,0,312845,172107,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16208611011,0, ,162,16208,162086,16208611,162,162086110,086,110,11,89102,0,002901     HIGHLAND              DR  L,0821  61,0020,0064,HIGHLAND INDUSTRIAL PARK L L C  C/O NEVADA DEVELOPMENT & RLTY CO2500 W SAHARA AVE # 211         LAS VEGAS NV 89102,002901     HIGHLAND              DR, ,240,876.9880642,49850.64063,876.9880642081195
309,0,0,-115.172516,36.1384845, ,2903, ,Highland Dr.,16209210002,16209210002,Reagan National Advertising,Teal ,RG,672,45,0,8/12/2003,SUP-1876,VAR-1947,RQR-21572; RQR-6169, ,14x48,1,300,final,1,APN,HIGH,Matched via APN/PARCEL exact join,750916,0,0,703,0,16209210002,703,703,162,09,2,10,002,212,2624-41,2624,2201,24882.77491,5014,E,15,10,1,606,,150972.2077,3,0,57,8235.233709,12.86755267,89109,445088,212,HIGHLAND INDUSTRIAL PARK L L C,C/O NEVADA DEVELOPMENT & RLTY CO,2500 W SAHARA AVE # 211,LAS VEGAS NV 89102, , , ,891020000, ,2901, , ,HIGHLAND,DR,LV, , , ,PB00200064  B1    L13, ,HIGHLAND INDST PARK,PLAT BOOK 20 PAGE 64,LOT 13 BLOCK 1, , , ,2027,1979,20160601, ,2.01606E+12, ,NS,12838738,M,20160601, , , ,09,21,61,240000,1, ,1,324434, ,0,0,163445, ,0, ,0, ,0, ,0,0,307358,168294,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16209210002,0, ,162,16209,162092,16209210,162,162092100,092,100,02,89102,0,002901     HIGHLAND              DR  L,0921  61,0020,0064,HIGHLAND INDUSTRIAL PARK L L C  C/O NEVADA DEVELOPMENT & RLTY CO2500 W SAHARA AVE # 211         LAS VEGAS NV 89102,002901     HIGHLAND              DR, ,240,889.0465627,48921.18359,889.0465626940492
310,0,0,-115.1517123,36.15864883, ,210,E,Charleston,16203110039,16203110039,LAMAR,Orange,LM,672,0,0, , , , , ,14x48,1,300,Built,3,APN,HIGH,Matched via APN/PARCEL exact join,145716,0,0,703,0,16203110039,703,703,162,03,1,10,039,203,2525-12,2525,1100,17577.33001,5044,E,15,10,4,564,,150972.2077,3,0,57,8235.233709,12.86755267,89104,435628,203,CHARLEY L L C,2331 E DESERT INN RD,LAS VEGAS NV 89169, , , , ,891690000, ,210, ,E,CHARLESTON,BLVD,LV, , , ,PB00010052PTB13   L5, ,BOULDER ADD,PLAT BOOK 1 PAGE 52,PT LOT 5 BLOCK 13,& LOT 6, , ,2027,1939,20190710, ,2.01907E+12, ,NS,2260000,M,20190701, , , ,03,21,61,335000,1, ,0,45736, ,0,0,48076, ,0, ,0, ,0, ,0,0,43907,47112,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16203110039,0, ,162,16203,162031,16203110,162,162031100,031,100,39,89169,0,000210   E CHARLESTON            BLVDL,0321  61,0001,0052,CHARLEY L L C                   2331 E DESERT INN RD            LAS VEGAS NV 89169,000210   E CHARLESTON            BLVD, ,335,342.320292,5194.09375,342.3202919684268
311,0,0,-115.2085335,36.14897404, ,2101,S,Decatur,16301708004,16301708004,Las Vegas Billboards,Blue,LVB,672,40,0,3/5/2003,U-0034-01, ,RQR-29711;RQR-29711, ,14x48,1,300,Final,1,APN,HIGH,Matched via APN/PARCEL exact join,589036,0,1.7,701,0,16301708004,701,701,163,01,7,08,004,213,2521-79,2521,1003,21474.83292,3003,C,10,3,4,549,,161583.3057,1,0,83,11202.31054,17.50361022,89102,484999,213,1999 L L C,C/O MDL GROUP,5960 S JONES BLVD,LAS VEGAS NV 89118, , , ,891180000, ,2101, ,S,DECATUR,BLVD,LV, , , ,PM00230097        L2, ,PARCEL MAP FILE 23 PAGE 97,LOT 2, , , , ,2027,1979,20180515, ,2.01805E+12, ,NS,4594800,M,20180501, , , ,01,21,60,358000,1, ,2,388773, ,0,0,690283, ,0, ,0, ,0, ,0,0,362855,724583,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16301708004,0, ,163,16301,163017,16301708,163,163017080,017,080,04,89118,0,002101   S DECATUR               BLVDL,0121  60,0023,0097,1999 L L C                      C/O MDL GROUP                   5960 S JONES BLVD               LAS VEGAS NV 89118,002101   S DECATUR               BLVD, ,358,1292.273165,73747.62109,1292.2731653109745
312,0,0,-115.1554932,36.14405401, ,2252, ,Paradise,16203411011,16203411011,Chetak Development Corporation,Pink,PO,672,55,0,1/22/2003,SUP-1274, ,RQR-33882; RQR-12169; RQR-5925, ,14x48,1,300,Finaled,3,APN,HIGH,Matched via APN/PARCEL exact join,511231,0.9400000000000001,0,703,0,16203411011,703,703,162,03,4,11,011,203,2525-91,2525,1200,21379.77876,5350,E,15,10,1,567,,150972.2077,3,0,57,8235.233709,12.86755267,89104,436172,203,CHETAK DEVELOPMENT CORPORATION,4755 DEAN MARTIN DR,LAS VEGAS NV 89103, , , , ,891030000, ,2244, , ,PARADISE,RD,LV, ,20030730:3596 VAC, ,PB00020100  B3    L10, ,SOUTH FIFTH STREET TRACT #1,PLAT BOOK 2 PAGE 100,LOT 10 BLOCK 3,& VAC ALLEY, , ,2027,1986,20001101, ,2.00011E+12, ,NS,5850000,M,20001101, , , ,03,21,61,355000,1, ,2,658670, ,0,0,916163, ,0, ,0, ,0, ,0,0,630154,946045,0, ,0,0,0,0,0, ,0,0,0,N,20250821,20250821,0, ,16203411011,0, ,162,16203,162034,16203411,162,162034110,034,110,11,89103,0,002244     PARADISE              RD  L,0321  61,0002,0100,CHETAK DEVELOPMENT CORPORATION  4755 DEAN MARTIN DR             LAS VEGAS NV 89103,002244     PARADISE              RD, ,355,1075.893995,72600.50781,1075.8939946035198
313,0,0,-115.1409195,36.14445104, ,1002,E,Sahara,16203801116,16203801116,Reagan National Advertising,Teal ,RG,672,40,0,5/5/2004,SUP-3973, ,RQR-33955; RQR-12020, ,14x48,1,300,Finalled,3,APN,HIGH,Matched via APN/PARCEL exact join,391158,0,0.8,701,0,16203801116,701,701,162,03,8,01,116,212,2525-98,2525,1200,21379.77876,5350,E,15,10,1,570,,150972.2077,3,0,57,8235.233709,12.86755267,89104,437574,212,J G SAHARA L L C,3007 W HORIZON RIDGE PKWY # 210,HENDERSON NV 89052, , , , ,890520000, ,1000, ,E,SAHARA,AVE,LV,108, , ,00000000, ,PT SE4 SE4 SEC 03 21 61, , , , , ,2027,1970,20031002, ,2.0031E+12, ,NS,800000,R,20031001, , , ,03,21,61,358000,1, ,1,231739, ,0,0,129892, ,0, ,0, ,0, ,0,0,219542,129594,0, ,0,0,0,0,0, ,0,0,0,N,20250715,20250715,0, ,16203801116,0, ,162,16203,162038,16203801,162,162038011,038,011,16,89052,0,001000   E SAHARA                AVE L,0321  61,0000,0000,J G SAHARA L L C                3007 W HORIZON RIDGE PKWY # 210 HENDERSON NV 89052,001000   E SAHARA                AVE, ,358,782.7571365,37071.76953,782.7571364732529
314,0,0,-115.148393,36.168891, ,310,S,Main,13934201003,13934201003,"Barrick-Breo II, LLC",Pink,PO,288,20,1307, ,U-106-95, ,RQR-13674; RQR-4187, ,12x24,0,300,Finalled,5,APN,HIGH,Matched via APN/PARCEL exact join,717680,0,0.24,701,0,13934201003,701,701,139,34,2,01,003,203,2425-32,2425,700,20035.3234,4510,D,11,2,4,460,,265026.2317,5,0,113,9805.190745,15.32061054,89101,320699,203,T-U P R II L L C,1 S MAIN ST,LAS VEGAS NV 89101, , , , ,891010000,Union Plaza,310, ,S,MAIN,ST,LV, , , ,00000000, ,PT W2 SEC 34 20 61, , , , , ,2027,1983,20150213, ,2.01502E+12, ,NS,54527000,M,20040301, , , ,34,20,61,330000,1, ,0,164651, ,0,0,3812, ,0, ,0, ,0, ,0,0,164651,3890,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13934201003,0, ,139,13934,139342,13934201,139,139342010,342,010,03,89101,0,000310   S MAIN                  ST  L,3420  61,0000,0000,T-U P R II L L C                1 S MAIN ST                     LAS VEGAS NV 89101,000310   S MAIN                  ST, ,330,422.4054358,11139.22852,422.4054357593194
315,0,0,-115.1638113,36.17627825, ,1633,W,Bonanza,13928412001,13928411001,Clear Channel Outdoor,Red,CC,672,40,0,5/17/2004, , , ,"L-2172-04, moved US95 widening",14x48,1,750,Finalled/Permitted,5,APN,HIGH,Matched via APN/PARCEL exact join,599659,0,9.77,807,0,13928412001,807,807,139,28,4,12,001,212,2324-83,2324,201,19539.12989,4528,D,6,4,4,412,,265026.2317,5,0,113,9805.190745,15.32061054,89106,313889,212,DON & PAUL L L C,8350 EASTGATE RD,HENDERSON NV 89015, , , , ,890150000, ,1785, ,W,BONANZA,RD,LV,B,"FR 139-28-401-002,003,024,025,411-001;+.21C", ,PB01350030        L1, ,AHERN RENTAL MERGER & RESUB,PLAT BOOK 135 PAGE 30,LOT 1, , , ,2027,1974,20040609, ,2.00406E+12, ,NS,0, , , , , ,28,20,61,240000,1, ,10,950322, ,0,0,1239452, ,0, ,0, ,0, ,0,0,782005,1243705,0, ,0,0,0,0,0, ,0,0,0,N,20250908,20250908,0, ,13928411001,0, ,139,13928,139284,13928412,139,139284120,284,120,01,89015,0,001785   W BONANZA               RD  L,2820  61,0135,0030,DON & PAUL L L C                8350 EASTGATE RD                HENDERSON NV 89015,001785   W BONANZA               RD, ,240,3813.940422,414064.6641,3813.940422354291
316,0,0,-115.2066138,36.18864378, ,1615,N,Decatur,13824804013,13824804013,Las Vegas Billboards,Blue,LVB,672,40,0,7/7/2004,SUP-4169, ,RQR-30332,L-4859-04,14x48,1,300,Finalled,5,APN,HIGH,Matched via APN/PARCEL exact join,746962,0,0.51,701,0,13824804013,701,701,138,24,8,04,013,207,2221-99,2221,3423,21256.37256,4001,D,3,3,4,349,,265026.2317,5,0,113,9805.190745,15.32061054,89108,241606,207,1615 N DECATUR L L C,8019 ECHO CLIFF LN,LAS VEGAS NV 89129, , , , ,891290000, ,1615, ,N,DECATUR,BLVD,LV, , , ,00000000, ,PT SE4 SE4 SEC 24 20 60, , , , , ,2027,1964,20240516, ,2.02405E+12, ,NS,1600000,R,20240401, , , ,24,20,60,375000,1, ,1,112746, ,0,0,77200, ,0, ,0, ,0, ,0,0,104971,77107,0, ,0,0,0,0,0, ,0,0,0,N,20240430,20240430,0, ,13824804013,0, ,138,13824,138248,13824804,138,138248040,248,040,13,89129,0,001615   N DECATUR               BLVDL,2420  60,0000,0000,1615 N DECATUR L L C            8019 ECHO CLIFF LN              LAS VEGAS NV 89129,001615   N DECATUR               BLVD, ,375,591.6596742,22602.80859,591.6596741647417
317,0,0,-115.1362431,36.14461658, ,1205,E,Sahara,16202401001,16202401001,Reagan National Advertising,Teal ,RG,672,40,0,8/6/2004,SUP-3269, ,RQR-30328;RQR-13595, ,14x48,1,300,Approved,3,APN,HIGH,Matched via APN/PARCEL exact join,139163,0,3.68,701,0,16202401001,701,701,162,02,4,01,001,212,2526-91,2526,1300,19091.79862,5565,E,15,10,1,573,,150972.2077,3,0,57,8235.233709,12.86755267,89104,434066,212,1205 E SAHARA AVENUE L L C,C/O REAL ONYX MGMT GRP,1151 S BUFFALO DR STE 220,LAS VEGAS NV 89117, , , ,891170000, ,1205, ,E,SAHARA,AVE,LV, , , ,00000000, ,PT SW4 SW4 SEC 02 21 61, , , , , ,2027,1961,20150611, ,2.01506E+12, ,NS,3000000,T,20150601, , , ,02,21,61,355000,1, ,4,1001481, ,0,0,653548, ,0, ,0, ,0, ,0,0,1001481,651940,0, ,0,0,0,0,0, ,0,0,0,N,20240320,20240320,0, ,16202401001,0, ,162,16202,162024,16202401,162,162024010,024,010,01,89117,0,001205   E SAHARA                AVE L,0221  61,0000,0000,1205 E SAHARA AVENUE L L C      C/O REAL ONYX MGMT GRP          1151 S BUFFALO DR STE 220       LAS VEGAS NV 89117,001205   E SAHARA                AVE, ,355,1681.589686,160872.334,1681.5896857761772
318,0,0,-115.1607624,36.15351175, ,1509, ,Western,16204605005,16204605005,LAMAR,Orange,LM,672,40,0,7/22/2002,U-0104-02, ,RQR-39434; RQR-24331; RQR-5165, ,14x48,1,300,Finalled,3,APN,HIGH,Matched via APN/PARCEL exact join,568423,0,0.67,701,0,16204605005,701,701,162,04,6,05,005,212,2524-47,2524,204,18398.81093,5562,E,15,10,4,558,,150972.2077,3,0,57,8235.233709,12.86755267,89102,438338,212,J S M PROPERTIES L L C,C/O S & M LIPKIN ~C/O J DEVERE,1509 WESTERN AVE,LAS VEGAS NV 89102, , , ,891020000, ,1509, , ,WESTERN,AVE,LV, , , ,00000000, ,PT SW4 NE4 SEC 04 21 61, , , , , ,2027,2008,20180606, ,2.01806E+12, ,NS,0, , , , , ,04,21,61,240000,1, ,1,280906, ,0,0,623280, ,0, ,0, ,0, ,0,0,268137,621718,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16204605005,0, ,162,16204,162046,16204605,162,162046050,046,050,05,89102,0,001509     WESTERN               AVE L,0421  61,0000,0000,J S M PROPERTIES L L C          C/O S & M LIPKIN ~C/O J DEVERE  1509 WESTERN AVE                LAS VEGAS NV 89102,001509     WESTERN               AVE, ,240,763.8110723,34377.68359,763.7798447644171
319,0,0,-115.1710154,36.14001612, ,2744, ,Highland,16209202001,16209202001,Mountain View Estates,Pink,PO,400,40,0,10/6/2004,SUP-4592, ,RQR-35930,EOT-9680,10x40,1,300,Approved,1,APN,HIGH,Matched via APN/PARCEL exact join,68625,0,2.0100000000000002,701,0,16209202001,701,701,162,09,2,02,001,212,2624-32,2624,2201,24882.77491,5014,E,15,10,1,606,,150972.2077,3,0,57,8235.233709,12.86755267,89109,445072,212,N Y P CORPORATION,6120 S TORREY PINES,LAS VEGAS NV 89118-3209, , , , ,891183209, ,2750, , ,HIGHLAND,DR,LV, ,SF 194-49, ,00000000, ,PT SW4 NW4 SEC 09 21 61, , , , , ,2027,1958,19840330, ,1.98403E+12, ,NS,0, , , , , ,09,21,61,240000,1, ,2,582247, ,0,0,224684, ,0, ,0, ,0, ,0,0,496442,219907,0, ,0,0,0,0,0, ,0,0,0,N,20250925,20250925,0, ,16209202001,0, ,162,16209,162092,16209202,162,162092020,092,020,01,89118,3209,002750     HIGHLAND              DR  L,0921  61,0000,0000,N Y P CORPORATION               6120 S TORREY PINES             LAS VEGAS NV 89118-3209,002750     HIGHLAND              DR, ,240,1454.894388,88140.77539,1454.894388152911
320,0,0,-115.1873117,36.13387471, ,3542, ,Sirius,16208303027,16208303027,Las Vegas Billboards,Blue,LVB,288,40,0,10/6/2004,SUP-4812, ,RQR-35793, ,12x24,1,300,Approved,1,APN,HIGH,Matched via APN/PARCEL exact join,379873,0,2.09,701,0,16208303027,701,701,162,08,3,03,027,200,2623-72,2623,2201,24882.77491,5545,E,10,3,3,605,,150972.2077,3,0,57,8235.233709,12.86755267,89102,444663,200,JONATHAN PARK L L C,6050 S FORT APACHE RD # 200A,LAS VEGAS NV 89148, , , , ,891480000, ,3544, , ,SIRIUS,AVE,LV, , , ,00000000, ,PT NW4 SW4 SEC 08 21 61, , , , , ,2027,1964,20051117, ,2.00511E+12, ,NS,5372500,M,19960801, , , ,08,21,61,240000,1, ,2,401168, ,0,0,325536, ,0, ,0, ,0, ,0,0,363250,318629,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16208303027,0, ,162,16208,162083,16208303,162,162083030,083,030,27,89148,0,003544     SIRIUS                AVE L,0821  61,0000,0000,JONATHAN PARK L L C             6050 S FORT APACHE RD # 200A    LAS VEGAS NV 89148,003544     SIRIUS                AVE, ,240,1215.822118,90264.03125,1215.8221180517153
321,0,0,-115.1865864,36.1362115, ,3319, ,Meade,16208303004,16208303004,Las Vegas Billboards,Blue,LVB,288,40,0,10/6/2004,SUP-4811, ,RQR-35792,L-3618-05,12X24,1,300,Approved,1,APN,HIGH,Matched via APN/PARCEL exact join,421173,0,3.3200000000000003,701,0,16208303004,701,701,162,08,3,03,004,200,2623-63,2623,2201,24882.77491,5545,E,10,3,3,605,,150972.2077,3,0,57,8235.233709,12.86755267,89102,444644,200,JONATHAN PARK L L C,6050 S FORT APACHE RD # 200A,LAS VEGAS NV 89148, , , , ,891480000, ,3311, , ,MEADE,AVE,LV, , , ,00000000, ,PT NW4 SW4 SEC 08 21 61, , , , , ,2027,1986,20051117, ,2.00511E+12, ,NS,5372500,M,19960801, , , ,08,21,61,240000,1, ,3,637264, ,0,0,800941, ,0, ,0, ,0, ,0,0,577030,814261,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16208303004,0, ,162,16208,162083,16208303,162,162083030,083,030,04,89148,0,003311     MEADE                 AVE L,0821  61,0000,0000,JONATHAN PARK L L C             6050 S FORT APACHE RD # 200A    LAS VEGAS NV 89148,003311     MEADE                 AVE, ,240,1624.098614,140566.4102,1624.0986144671076
322,0,0,-115.2006594,36.17323208, ,4490, ,Meadows,13931111010,13931510019,Orion Outdoor Media,Green,UK,672,40,8194,11/3/2004,SUP-4807, ,RQR-30360,L-0076-05,14x48,1,750,Approved,1,SPATIAL,MEDIUM,Matched via spatial intersect (buffered point),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89107,,213,MEADOWS OWNER L L C,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,8500000,,20191201,,,,,,,150001,,,,2700390,,,,21812629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,,,,,
323,0,0,-115.2484936,36.23983409, ,7075, ,Craig,13803716002,13803701003,Orion Outdoor Media,Green,UK,672,40,0,11/17/2004,SUP-4694,VAR-37837 Denied,RQR-30484,L-0337-05,14x48,1,750,Approved,4,SPATIAL,MEDIUM,Matched via spatial intersect (buffered point),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89129,,200,EZTOMMY HOLDINGS L L C,,,,,,,,,7083,,W,CRAIG,RD,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,350000,,,,431035,,,,792305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007083   W CRAIG                 RD,,,,,
325,0,0,-115.1982277,36.17396717, ,4190, ,Meadows,13931510022,13931510019,Orion Outdoor Media,Green,UK,672,51,8193,12/1/2004,SUP-4808, ,RQR-30599,L-0077-05,14x48,1,750,Approved,1,SPATIAL,MEDIUM,Matched via spatial intersect (buffered point),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89107,,213,G G P MEADOWS MALL L L C,,,,,,,,,4300,,,MEADOWS,LN,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,350000,,,,3144214,,,,10240391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004300     MEADOWS               LN,,,,,
